cliente_id,frecuencia_compra,monto_total_gastado,monto_promedio_compra,dias_desde_ultima_compra,antiguedad_cliente_meses,canal_principal,numero_productos_distintos,fecha_reseña,producto_categoria,reseña_id,texto_reseña
714,86.0,17354.18,981.25,214.0,204.0,tienda física,6.0,2023-10-31,hogar,714,El artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales
715,40.0,9341.41,216.45,,106.0,marketplace,20.0,2025-02-08,hogar,715,Cumple su función en casa yyy ayuda a mantener el espacio organizado sin complicaciones
716,15.0,2679.38,1069.8,20.0,215.0,marketplace,12.0,2024-08-08,salud,716,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
717,1.0,14798.02,778.86,,200.0,web,4.0,2025-08-08,alimentos,717,El producto alimenticio viene muuy empacado y cumple con lo básico para el consumo diario
718,70.0,15443.33,746.53,31.0,162.0,web,47.0,2024-03-05,hogar,718,Cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones
719,73.0,17872.51,817.99,127.0,172.0,tienda física,29.0,2024-11-05,hogar,719,El  artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales
720,17.0,19987.11,,347.0,190.0,call center,10.0,2023-05-14,alimentos,720,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
721,71.0,3595.89,106.52,290.0,3.0,call center,26.0,2024-10-22,servicios,721,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
722,77.0,9611.94,830.99,281.0,126.0,móvil,42.0,2023-11-06,alimentos,722,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
723,24.0,10365.25,6.14,285.0,88.0,móvil,29.0,2025-05-25,salud,723,Las  instalaciones están limpias y el personal explica los procedimientos de forma básica
724,85.0,14726.45,247.44,155.0,96.0,marketplace,36.0,2025-03-11,ropa,724,El diseño es atractivo yyy el color coincide con lo esperado después de varios usos
725,54.0,10847.46,1237.67,78.0,54.0,tienda física,9.0,2024-12-23,electronica,725,La interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
726,80.0,14126.18,1433.92,349.0,153.0,web,20.0,2023-04-18,electronica,726,La interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
727,40.0,1527.0,289.18,,211.0,web,50.0,2025-05-22,ropa,727,La prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco
728,57.0,nanabc,446.14,112.0,190.0,web,13.0,2024-01-16,salud,728,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
729,22.0,15222.09,1349.47,316.0,113.0,marketplace,6.0,2024-04-06,salud,729,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
730,99.0,12941.75,,206.0,89.0,web,41.0,2023-05-03,alimentos,730,El sabor es aceptable y la textura resulta agradable aunq esperaba mayor frescura
731,28.0,13707.43,621.07,346.0,171.0,tienda física,27.0,2025-01-08,salud,731,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo ..
732,32.0,18506.26,857.81,135.0,152.0,marketplace,14.0,2023-06-20,electronica,732,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
733,7.0,8569.33,713.09,363.0,177.0,call center,13.0,2025-01-23,electronica,733,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
734,92.0,19848.92,270.04,363.0,160.0,call center,27.0,2023-01-04,alimentos,734,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
735,44.0,9016.53,468.87,59.0,20.0,web,9.0,2024-11-06,electronica,735,La  interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
736,21.0,4445.63,756.57,208.0,207.0,call center,47.0,2025-08-25,salud,736,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
737,39.0,2057.06,189.83,66.0,222.0,marketplace,33.0,2025-10-14,ropa,737,La prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco
738,83.0,5668.67,728.19,271.0,,call center,50.0,2024-04-27,alimentos,738,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
739,22.0,18419.38,1332.24,235.0,240.0,call center,32.0,2023-09-23,ropa,739,La prenda es cómoda yyy la tela se siente agradable aunque la talla puede variar un poco
740,21.0,10822.85,909.66,11.0,73.0,tienda física,45.0,2025-11-05,salud,740,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
741,33.0,17742.46,1404.08,185.0,83.0,tienda física,34.0,2025-04-07,educacion,741,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
742,16.0,14162.93,914.5,170.0,72.0,web,40.0,2024-09-10,alimentos,742,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
743,70.0,3811.12,,40.0,226.0,tienda física,13.0,2025-05-25,alimentos,743,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
744,55.0,13070.78,211.5,67.0,85.0,call center,6.0,2023-10-08,salud,744,Las  instalaciones están limpias y el personal explica los procedimientos de forma básica
745,46.0,11225.08,1454.06,186.0,,tienda física,43.0,2023-09-08,servicios,745,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
746,56.0,7477.48,,246.0,179.0,móvil,27.0,2024-02-13,ropa,746,La prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco ..
747,5.0,8276.04,828.64,24.0,119.0,móvil,17.0,2023-04-24,ropa,747,El diseño es atractivo y el color coincide con lo esperado después de varios usos
748,31.0,1330.72,570.13,58.0,31.0,web,36.0,2023-04-25,hogar,748,Cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones
749,88.0,4867.96,1308.06,294.0,83.0,marketplace,26.0,2023-08-24,educacion,749,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento ..
750,97.0,12843.12,420.84,238.0,126.0,móvil,21.0,2025-01-23,educacion,750,El contenido educativo es comprensible yyy bien estructurado aunque el ritmo es algo rápido
751,89.0,14452.14,292.67,293.0,201.0,web,3.0,2025-08-10,ropa,751,La prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco
752,72.0,10005.6,899.97,251.0,209.0,móvil,7.0,2024-04-10,servicios,752,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
753,80.0,12073.29,9.41,209.0,190.0,web,19.0,2024-03-24,electronica,753,La interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
754,8.0,11752.99,574.84,353.0,110.0,call center,39.0,2023-04-09,ropa,754,El diseño es atractivo y el color coincide con lo esperado después de varios usos ..
755,71.0,10740.96,459.05,282.0,116.0,tienda física,35.0,2025-02-22,servicios,755,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
756,Error,10607.5,1433.24,113.0,174.0,call center,32.0,2023-03-23,educacion,756,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
757,91.0,1453.99,886.05,350.0,111.0,marketplace,13.0,2025-01-17,salud,757,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo ..
758,30.0,10610.94,1245.17,220.0,90.0,móvil,11.0,2023-04-01,alimentos,758,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura ..
759,46.0,3631.91,61.98,24.0,24.0,móvil,1.0,2023-05-13,salud,759,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
760,98.0,10854.78,1295.28,232.0,240.0,web,3.0,2024-06-28,salud,760,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
761,55.0,17855.18,564.09,204.0,,móvil,9.0,2023-09-05,salud,761,Las instalaciones están limpias yyy el personal explica los procedimientos de forma básica
762,28.0,654.58,619.04,306.0,62.0,marketplace,17.0,2024-12-29,electronica,762,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
763,66.0,6794.29,1012.86,295.0,114.0,tienda física,31.0,2023-11-14,educacion,763,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
764,12.0,12265.9,469.17,250.0,84.0,call center,16.0,2024-05-23,alimentos,764,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
765,70.0,12833.05,,19.0,223.0,móvil,12.0,2023-06-18,hogar,765,El artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales
766,10.0,5141.07,1394.35,170.0,61.0,call center,31.0,2025-04-11,alimentos,766,El sabor es aceptable y la textura resulta agradable aunq esperaba mayor frescura
767,59.0,8637.51,28.43,234.0,174.0,móvil,29.0,2023-11-05,educacion,767,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
768,6.0,3705.28,711.16,10.0,158.0,tienda física,22.0,2023-04-19,electronica,768,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
769,78.0,19024.2,962.51,278.0,172.0,web,9.0,2024-03-21,salud,769,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
770,69.0,16123.93,190.33,359.0,,call center,36.0,2025-03-27,electronica,770,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
771,40.0,19492.22,,73.0,7.0,call center,27.0,2024-06-26,ropa,771,La prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco
772,83.0,9240.42,692.59,334.0,199.0,web,11.0,2024-07-22,alimentos,772,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
773,4.0,13863.55,1124.15,72.0,,marketplace,50.0,2023-10-24,ropa,773,La prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco
774,6.0,11975.26,309.48,123.0,178.0,call center,14.0,2024-11-23,salud,774,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
775,9.0,5593.54,1052.8,168.0,179.0,tienda física,12.0,2023-09-16,electronica,775,Este  producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
776,45.0,11395.48,247.41,5.0,138.0,tienda física,29.0,2024-12-16,educacion,776,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
777,54.0,7135.78,9.65,28.0,94.0,marketplace,38.0,2025-02-19,electronica,777,La interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
778,52.0,8480.79,976.48,263.0,197.0,call center,42.0,2023-01-23,educacion,778,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
779,81.0,12080.82,821.57,347.0,21.0,call center,38.0,2023-03-07,hogar,779,El artículo para el hogar es funcional yyy fácil de usar aunque los materiales se sienten normales
780,58.0,984.86,1222.1,,113.0,móvil,9.0,,educacion,780,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
781,48.0,4632.6,674.6,305.0,115.0,call center,49.0,2024-03-03,educacion,781,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido
782,97.0,2652.64,125.96,200.0,187.0,móvil,46.0,2025-05-06,salud,782,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
783,57.0,13841.87,3.75,88.0,2.0,call center,15.0,2025-10-24,salud,783,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
784,72.0,9070.02,608.83,196.0,146.0,móvil,5.0,2025-07-12,electronica,784,La interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas ..
785,57.0,1280.48,298.53,39.0,47.0,web,38.0,2025-06-11,hogar,785,Cumple su función en casa yyy ayuda a mantener el espacio organizado sin complicaciones
786,94.0,18586.8,28.6,317.0,184.0,móvil,7.0,2025-07-07,electronica,786,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
787,20.0,3718.0,362.38,269.0,201.0,tienda física,28.0,2023-01-02,alimentos,787,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
788,31.0,18744.75,386.27,45.0,61.0,call center,42.0,2025-05-09,hogar,788,Cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones
789,61.0,17779.42,,263.0,19.0,call center,43.0,2024-01-12,salud,789,Las  instalaciones están limpias y el personal explica los procedimientos de forma básica
790,37.0,13751.86,1127.96,242.0,103.0,call center,23.0,2024-01-08,educacion,790,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
791,18.0,10879.6,890.73,43.0,92.0,marketplace,33.0,2023-01-03,salud,791,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
792,53.0,3494.34,344.27,311.0,153.0,call center,39.0,2025-01-25,alimentos,792,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
793,28.0,2583.04,341.5,231.0,,call center,20.0,2024-12-28,alimentos,793,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
794,17.0,18574.24,700.38,80.0,136.0,marketplace,25.0,2025-06-11,educacion,794,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
795,7.0,5312.42,136.83,8.0,202.0,web,5.0,2023-07-02,educacion,795,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido
796,54.0,2151.68,67.1,279.0,,marketplace,41.0,2025-09-10,alimentos,796,El sabor es aceptable yyy la textura resulta agradable aunque esperaba mayor frescura
797,52.0,1967.23,756.74,321.0,230.0,tienda física,49.0,2023-03-31,alimentos,797,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
798,95.0,16150.32,,240.0,34.0,móvil,2.0,2023-10-28,salud,798,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
799,41.0,4354.76,256.33,101.0,42.0,móvil,18.0,,servicios,799,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
800,99.0,2849.06,79.71,309.0,126.0,tienda física,34.0,2025-04-06,salud,800,Las instalaciones están limpias yyy el personal explica los procedimientos de forma básica
801,36.0,5596.5,624.33,160.0,228.0,web,21.0,2024-01-03,hogar,801,El artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales ..
802,66.0,13187.96,575.46,111.0,96.0,tienda física,46.0,2025-06-18,salud,802,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
803,24.0,11721.33,1011.55,93.0,112.0,call center,35.0,2023-10-08,hogar,803,El artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales
804,60.0,4255.8,347.92,308.0,91.0,tienda física,38.0,2023-02-10,ropa,804,El diseño es atractivo y el color coincide con lo esperado después de varios usos
805,52.0,9824.62,1060.18,,92.0,marketplace,19.0,2023-09-24,hogar,805,El artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales
806,22.0,13670.48,,196.0,115.0,call center,6.0,2025-06-08,salud,806,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
807,14.0,2842.71,353.58,20.0,49.0,call center,25.0,2025-01-08,educacion,807,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
808,43.0,3631.68,1228.41,322.0,142.0,móvil,28.0,2025-06-27,servicios,808,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
809,8.0,2483.26,859.57,182.0,180.0,web,7.0,2023-09-25,hogar,809,El  artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales
810,73.0,17893.05,851.95,330.0,33.0,móvil,45.0,2023-05-25,ropa,810,La prenda es cómoda y la tela se siente agradable aunq la talla puede variar un poco
811,0.0,5989.01,1211.57,1.0,57.0,tienda física,37.0,2023-11-04,ropa,811,La  prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco
812,37.0,17250.79,661.97,73.0,103.0,call center,46.0,2024-12-23,servicios,812,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
813,33.0,15828.52,513.84,2.0,,web,8.0,2023-10-02,educacion,813,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
814,6.0,4587.31,294.73,112.0,3.0,marketplace,1.0,2023-08-14,salud,814,Las instalaciones están limpias yyy el personal explica los procedimientos de forma básica
815,64.0,14289.37,799.58,127.0,188.0,móvil,41.0,2025-06-18,electronica,815,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
816,57.0,13384.53,698.95,324.0,123.0,marketplace,26.0,2024-12-15,alimentos,816,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
817,44.0,2704.05,1486.06,276.0,98.0,tienda física,4.0,2025-06-17,servicios,817,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
818,48.0,14626.49,1413.69,,195.0,call center,39.0,2024-09-10,educacion,818,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
819,40.0,2106.94,946.7,350.0,39.0,móvil,47.0,2024-06-11,servicios,819,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
820,94.0,12219.98,1066.47,39.0,202.0,web,26.0,2024-11-05,salud,820,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
821,99.0,11015.69,640.54,141.0,162.0,call center,30.0,2025-06-05,servicios,821,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
822,56.0,8078.68,269.83,234.0,54.0,móvil,40.0,2025-04-25,alimentos,822,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
823,19.0,16989.06,1286.09,63.0,148.0,web,34.0,2025-08-15,servicios,823,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
824,46.0,16779.19,1275.28,68.0,141.0,marketplace,35.0,2023-05-31,ropa,824,El  diseño es atractivo y el color coincide con lo esperado después de varios usos
825,95.0,682.75,512.04,203.0,222.0,marketplace,11.0,2023-07-31,ropa,825,La prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco ..
826,82.0,19505.73,1495.01,249.0,89.0,call center,30.0,2023-07-08,electronica,826,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
827,70.0,5104.31,62.73,165.0,15.0,web,31.0,2023-05-16,alimentos,827,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
828,96.0,17510.46,1325.76,358.0,71.0,tienda física,17.0,2023-12-05,educacion,828,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido ..
829,34.0,16510.34,26.11,40.0,228.0,call center,4.0,2024-11-15,salud,829,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
830,59.0,15136.36,1133.92,258.0,140.0,call center,49.0,2024-11-10,servicios,830,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
831,65.0,10869.42,,281.0,139.0,call center,15.0,2025-11-11,electronica,831,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
832,93.0,16411.82,100.05,154.0,48.0,call center,4.0,2023-08-29,salud,832,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo ..
833,96.0,12617.05,795.31,178.0,176.0,marketplace,30.0,2025-11-20,servicios,833,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
834,94.0,307.99,476.38,292.0,166.0,tienda física,32.0,2025-05-30,servicios,834,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
835,31.0,17098.02,556.28,160.0,210.0,call center,14.0,2023-12-28,educacion,835,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
836,4.0,17484.87,498.33,242.0,141.0,tienda física,30.0,2025-10-22,servicios,836,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
837,44.0,5098.53,1213.18,101.0,140.0,call center,50.0,2025-09-13,educacion,837,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
838,nanabc,3527.31,393.67,309.0,240.0,tienda física,26.0,2023-12-14,alimentos,838,El sabor es aceptable y la textura resulta agradable aunq esperaba mayor frescura
839,63.0,6974.49,1262.6,265.0,68.0,tienda física,26.0,2023-09-08,ropa,839,El diseño es atractivo y el color coincide con lo esperado después de varios usos
840,95.0,13932.77,1347.5,347.0,83.0,móvil,1.0,2025-08-20,educacion,840,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
841,11.0,nanabc,,127.0,160.0,call center,33.0,2023-01-29,electronica,841,La interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
842,94.0,3155.83,1354.09,345.0,118.0,web,28.0,2025-07-06,salud,842,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
843,67.0,14623.18,155.63,326.0,175.0,marketplace,2.0,2024-01-20,electronica,843,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
844,90.0,9843.41,606.45,121.0,228.0,tienda física,41.0,2023-04-30,electronica,844,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario ..
845,44.0,4442.2,101.38,289.0,104.0,call center,10.0,2024-06-11,alimentos,845,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
846,84.0,8731.99,872.81,275.0,150.0,móvil,15.0,2023-09-02,ropa,846,La prenda es cómoda y la tela se siente agradable aunq la talla puede variar un poco
847,50.0,2235.62,699.48,278.0,6.0,móvil,31.0,2023-11-24,alimentos,847,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
848,98.0,9665.94,1103.73,106.0,28.0,web,38.0,2023-01-26,salud,848,La  atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
849,50.0,3051.34,143.89,305.0,73.0,web,43.0,2024-06-27,educacion,849,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
850,13.0,11958.21,1189.5,228.0,,tienda física,45.0,2025-03-22,ropa,850,El diseño es atractivo y el color coincide con lo esperado después de varios usos
851,25.0,6534.81,783.92,303.0,153.0,call center,8.0,2025-09-18,servicios,851,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
852,64.0,10736.0,1135.02,267.0,48.0,móvil,8.0,2023-04-08,educacion,852,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
853,59.0,12387.25,604.65,16.0,,web,35.0,2025-03-22,electronica,853,La interfaz es intuitiva yyy el dispositivo responde bien en tareas comunes yyy prolongadas
854,66.0,1623.23,1247.89,355.0,126.0,call center,28.0,2024-02-04,servicios,854,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
855,45.0,317.98,1147.3,,68.0,tienda física,15.0,2025-06-10,salud,855,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
856,42.0,18458.96,,77.0,207.0,web,39.0,2025-11-11,salud,856,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
857,67.0,3334.44,578.8,123.0,35.0,móvil,7.0,2023-07-15,hogar,857,Cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones
858,2.0,6424.83,555.87,227.0,190.0,web,5.0,2024-06-14,alimentos,858,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario ..
859,41.0,5985.13,1342.61,208.0,74.0,marketplace,38.0,2023-01-05,servicios,859,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
860,84.0,516.4,1064.7,292.0,37.0,web,44.0,2023-02-07,hogar,860,Cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones
861,51.0,12789.23,857.75,162.0,233.0,call center,38.0,2023-07-23,educacion,861,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
862,5.0,11551.95,705.8,209.0,45.0,tienda física,45.0,2023-07-08,servicios,862,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara ..
863,12.0,15989.43,1295.71,347.0,147.0,móvil,34.0,2023-12-31,servicios,863,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
864,85.0,5291.0,1471.99,280.0,18.0,marketplace,29.0,2025-06-09,electronica,864,Este producto electrónico ofrece un rendimiento estable aunq la batería podría mejorar con el uso diario
865,56.0,11717.59,531.46,,,web,9.0,2025-06-29,electronica,865,La interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
866,64.0,2021.25,1279.28,129.0,149.0,marketplace,30.0,,hogar,866,Cumple  su función en casa y ayuda a mantener el espacio organizado sin complicaciones
867,18.0,15712.17,1377.4,147.0,237.0,web,1.0,2024-09-11,hogar,867,Cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones
868,14.0,6866.0,1492.83,308.0,137.0,tienda física,1.0,2023-06-04,hogar,868,Cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones
869,89.0,18674.92,15.97,163.0,139.0,call center,20.0,2024-05-02,servicios,869,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
870,95.0,18484.59,242.28,100.0,91.0,tienda física,23.0,2025-01-12,salud,870,Las instalaciones están limpias y el personal explica los procedimientos de forma básica ..
871,25.0,11379.33,,68.0,193.0,marketplace,8.0,2025-09-07,electronica,871,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
872,75.0,17351.17,1329.46,101.0,166.0,móvil,48.0,2024-04-20,electronica,872,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
873,91.0,13985.18,1042.16,331.0,129.0,call center,7.0,,hogar,873,Cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones
874,12.0,11996.64,300.48,4.0,66.0,marketplace,8.0,2023-11-24,hogar,874,El artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales
875,94.0,7698.78,1132.54,103.0,64.0,móvil,26.0,2023-12-22,servicios,875,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
876,59.0,1732.0,740.22,101.0,163.0,marketplace,47.0,2023-09-11,alimentos,876,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
877,79.0,2236.65,320.28,,86.0,móvil,15.0,2024-01-10,salud,877,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
878,77.0,2545.65,1266.31,92.0,123.0,marketplace,37.0,,hogar,878,El artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales
879,70.0,11597.42,787.96,286.0,65.0,web,6.0,2024-09-29,ropa,879,La prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco
880,3.0,3613.71,347.05,125.0,150.0,móvil,22.0,2023-12-15,electronica,880,Este producto electrónico ofrece un rendimiento estable aunq la batería podría mejorar con el uso diario
881,55.0,18547.71,1090.91,341.0,194.0,web,49.0,2023-03-03,hogar,881,El artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales
882,16.0,19694.35,541.93,136.0,233.0,call center,14.0,2024-03-22,electronica,882,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
883,87.0,19099.21,737.86,339.0,17.0,tienda física,30.0,2023-02-06,electronica,883,Este producto electrónico ofrece un rendimiento estable aunq la batería podría mejorar con el uso diario
884,83.0,14330.73,1470.66,231.0,185.0,móvil,33.0,2024-02-11,salud,884,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
885,92.0,18696.54,319.44,63.0,240.0,móvil,14.0,2025-05-21,alimentos,885,El producto alimenticio viene bien empacado yyy cumple con lo básico para el consumo diario
886,31.0,15539.88,1027.32,271.0,116.0,tienda física,6.0,2023-05-17,electronica,886,La interfaz es intuitiva y el dispositivo responde muuy en tareas comunes y prolongadas
887,7.0,328.59,,140.0,53.0,tienda física,41.0,2023-12-07,salud,887,La atención en salud fue profesional aunq el tiempo de espera resultó un poco largo
888,11.0,13858.37,1214.02,337.0,57.0,tienda física,22.0,2024-10-08,alimentos,888,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
889,53.0,4946.19,328.23,160.0,28.0,tienda física,36.0,2024-12-18,salud,889,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
890,26.0,9963.58,843.82,155.0,,tienda física,31.0,2024-09-29,alimentos,890,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
